Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Bat_H_Pitch_H_Ratio,Bat_HR_Pitch_HR_Ratio,Bat_BB_Pitch_BB_Ratio,Bat_SO_Pitch_SO_Ratio
70,-1.1388786762880536,-0.48057286796726817,-1.6430992503773834,1.3842357895151107,1.8231571287849835,1.4769022282905506,-1.6845398763188657,-1.2179511830341003,1.3289568676613726,1.3534850671594447,1.3138771981461037,0.32249390613880674,0.3109235692960822,0.6145909644089442,0.6255500046668379,0.6157210981512544,0.5980998281183301
86,-0.7442592243169766,-0.1718663439352397,-0.7272284259214878,0.6895145794624252,0.9620976981662621,0.7665475998706194,-1.3198181033520213,-1.0072494332709392,0.6005422802076527,0.5972162586908085,0.5383609876633968,0.11277388614654427,0.22360819847748106,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
75,-1.795598894682083,-0.9452922501805133,-0.6657763644816207,0.008518579885495169,-0.6919594801362446,1.0183188605764177,0.09433131983632648,-1.4509902575679672,-0.10105950446868618,-1.0470196187106737,0.8015664894029821,-0.8605121567039345,0.05170492923020218,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
85,-1.795598894682083,-1.6902575323979487,-0.6060081347886708,0.37002921662787674,-0.575616509760262,1.2610982905427233,-1.5539417840693357,-1.4509902575679672,0.2868701826745368,-0.8619175613893677,1.0835723841239666,-1.1891388484442955,-0.4816493193735742,0.6117428386447578,0.5922051734509347,0.6089229752392096,0.6044802950220797
78,-1.5104408412901613,-1.4800136664772534,-1.2933271649893523,-0.15982364245031655,-1.2531473186752426,0.6361660541479738,-0.874722664046575,-1.096847496709335,-0.20415843534331402,-1.6880816377646595,0.590062068362244,-0.9726353765845104,-0.2811233297992746,0.2737317489996733,0.22671696775807326,0.27161804117491645,0.2512085741747916
72,-1.2139032886420438,-1.045344172263188,-0.3820779607363852,-0.6616473733934336,0.9024180449272773,0.31246014752623297,1.3093819396123527,-1.2691622447576718,-0.7915035439959703,0.5880284644026644,0.08715155610982182,0.23457396256414811,0.7610445884396139,0.6143021507893025,0.6773471933525151,0.6078100911109982,0.6017602699582045
76,-1.795598894682083,-0.6986031510492888,-1.6430992503773834,-0.5043206427225129,0.1931012255382218,0.29447648604724735,0.36814144514991404,-1.4509902575679672,-0.6294163730220058,-0.057425890157577576,0.044850671901674175,-0.26680372462663776,-0.36202853282762476,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
74,-0.7139848455983323,-0.1484101043082231,-0.4359425226315738,0.604558127544831,0.2787930445676099,0.6001987311900026,0.7578211180256581,-0.9869317204171901,0.5130151900012728,0.022939604934941845,0.3644573525854564,-0.321492711108373,-0.44200777327811774,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
87,-0.3506230995888887,-0.31346247909764446,-1.2139946434404536,0.2633463290449967,0.24650928886218404,-0.28999251201978465,-0.2716603158324581,-0.7468610114184189,0.16147890061215542,-0.007085545711529404,-0.566162099993792,-0.5437585444202977,-0.4816493193735742,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
93,0.5553637871738383,0.6487958108239056,-1.3756540643863584,1.3347741902864227,1.0951449985063844,0.06068888682043457,-1.0204806829957638,-0.17854604594890797,1.2653263535574617,0.6974846158240989,-0.19955443685651228,-1.3986797365942103,1.0418720674751234,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
70,0.11269821549211712,0.0378112930863643,-1.6430992503773834,0.922489378194919,-0.06647291261132451,0.39788253955141456,-1.5125776956205188,-0.450849780247649,0.8405665016081828,-0.31493710775310385,0.15295293154471817,-0.1973610983762301,1.829686416624435,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
81,-0.887213038279688,-0.6741954557089446,-1.0634933231393056,0.8686380661189295,0.4318198384941612,0.8160026689378298,-0.39280902908862714,-1.1038460385552857,0.7850857400719198,0.1613238990189171,0.590062068362244,-0.7306862707122525,0.9945107226359203,0.6700441679985725,0.6773471933525151,0.6699306031864363,0.6607141361271586
