Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Bat_H_Pitch_H_Ratio,Bat_HR_Pitch_HR_Ratio,Bat_BB_Pitch_BB_Ratio,Bat_SO_Pitch_SO_Ratio
39,-0.13452524109618083,-1.12681512287601,-0.5161299310299009,-1.722134415873875,-1.9802061903877466,0.4718342204807874,8.954808004166177e-17,2.1629762639329018,-0.2489010559834702,1.9375539257352938,1.6720022156795633,1.7513709321557782,1.0951278742438064e-16,-5.893921673512335,-5.735980539894645,-5.893921673512335,-6.28005121076863
70,-0.6720676134319153,-0.7474179884592134,-0.5735038983373739,0.07996757741266151,-0.628737912914423,0.8088828304019663,-1.4991683142133325,-0.9007012895911546,-0.01720669808390196,-0.9288011305927386,0.6043421284920052,-0.04767901583532353,0.3340146297476772,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
82,-1.596337902737226,-1.3339547253521806,-1.342395067165455,0.1793563357316485,-0.4280075765778016,0.800529904928982,-1.2737477101623609,-1.4873689822435712,0.06855402129984288,-0.7209627407805228,0.5696982487188939,-0.5215717660083193,0.9132969863731922,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
80,-1.7288536753958437,-1.5181440377363227,0.19016675734932276,0.49490744832850747,0.1192137876260581,1.385082309359268,-0.427763525690216,-1.4873689822435712,0.3959617338232882,-0.1437747340182047,1.1762020669040616,-0.5659320734252827,1.738610801251024,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
86,-0.6336293176785678,-1.0500221359804551,-0.4603518628452509,0.37137340975843586,-0.6659366627530003,0.8088828304019663,-0.6830398884708444,-0.9344282342923669,0.26778599502092465,-1.011410091997856,0.5783648475627026,-0.7837548037045944,0.9631157282136318,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
76,-1.7288536753958437,-0.648104720046013,-1.7123021188267962,0.07996757741266151,-0.7211134275469703,0.40793906805665736,-0.6095917136717253,-1.4873689822435712,-0.03456919618454062,-1.08304559252694,0.16236463800585796,-0.6830645316647065,0.47561278126027806,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
68,-0.8181067919838179,-0.8978255198169603,-1.0284073819851345,0.06316396633923888,-0.052115866418881523,0.2966343908227606,0.25753496371124945,-1.065971045471132,-0.052004190529535074,-0.31290883316170337,0.04688019005457593,-0.33759877440801767,0.05731226204592842,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
88,0.8417289527091282,0.050814471312038555,-0.30179669727480746,1.096633451664399,0.8575551207249469,0.4760857631358019,-0.04266871724232144,0.0465555707528568,1.0202971471792046,0.49407587499830236,0.2330704129696674,-0.5886300180617701,1.1139891701388245,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
66,-0.0021158472659224543,-0.01987153138350209,-0.9568599576742874,0.2604056883910965,0.3521305700924953,0.7167992802132039,-0.18656633173016773,-0.39548653371226306,0.1692774910355167,0.14253494151560145,0.5306517709557961,-0.5659320734252827,-0.12231828059340362,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
75,-0.6432191880595106,-1.0500221359804551,-1.6135390583102973,0.804642908483642,0.7365970477531809,0.46758166783795224,-0.7861016489950964,1.6042922194789828,1.5830625516407602,1.9375539257352938,1.6720022156795633,-0.29988026319048516,1.370152467786873,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
81,-0.5858757732477049,0.12115082177892672,-1.1794418149868071,0.38700061934728436,-0.6566680432915508,0.8339199061341899,-0.1494515330670142,-0.9007012895911546,0.28400038546468775,-0.9995457306534391,0.6043421284920052,-1.602504229296678,0.3340146297476772,0.1694168105850747,0.17408135174187087,0.1694168105850747,0.15898863824730708
