Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Bat_H_Pitch_H_Ratio,Bat_HR_Pitch_HR_Ratio,Bat_BB_Pitch_BB_Ratio,Bat_SO_Pitch_SO_Ratio
70,-0.5621342587333813,-0.7791378301952018,-0.4058684367842378,-0.1811547571827619,-0.7915467844024284,0.6552528863327284,-1.3759829281762879,-0.7330716161467745,-0.23212982390460696,-0.9460701326727728,0.5586193074550126,0.21279639927686617,0.2588507722078291,0.5966252343238051,0.5267928451909223,0.5935869976219571,0.5630507882387104
82,-1.3888170028821014,-1.3236174243159655,-1.1554809207037855,-0.07431295897735088,-0.5462024505348135,0.6464491198109724,-1.1658167071965424,-1.5861487307551858,-0.14488762078123218,-0.7283369769758778,0.5258638791379154,-0.32452153095875264,0.795707451242151,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
80,-1.9085422672683052,-1.4932689001900485,0.3649078241635383,0.2732442222773836,0.06357879003358965,1.2715165428556479,-0.3262498688005447,-2.128808160157301,0.19601906056476903,-0.13240231262514476,1.0953796624939445,-0.37346052717121325,1.6448947121582564,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
86,-0.5268970008658919,-1.0608367500798643,-0.2933587856434816,0.1357024628792789,-0.8385354544094066,0.6552528863327284,-0.5883159722529564,-0.7718374756193332,0.06110916005970123,-1.033084371809961,0.534060719894826,-0.6107651790485592,0.8415165483194518,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
76,-1.6405263368950873,-0.68632545866677,-2.0448513229696754,-0.1811547571827619,-0.9091765675893438,0.23707397654931875,-0.5137070132168556,-1.843878655725711,-0.24968500325439225,-1.1087595119003413,0.13853622068600852,-0.5016741955081763,0.39082221217881713,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
68,-0.6953683222404237,-0.9193627338981479,-0.8524540519279982,-0.19908973411056632,-0.11915047977438464,0.12262501176649085,0.41685157155899527,-0.923033208821874,-0.2672767947472392,-0.3057198261901391,0.027953419915532022,-0.11919627430922286,-5.381179907057223e-4,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
88,0.8827329121752597,-0.02829424636825063,-0.13472650238410683,0.9686854811363664,0.7837710002527611,0.3075041087233667,0.08405172713678502,0.3557084870563852,0.8781530644509904,0.5117396836028754,0.20606843490075433,-0.3984189352504449,0.9799198599108805,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
66,0.062468614761122344,-0.0952234885129574,-0.782814637766807,0.013763067023232425,0.30173184906796685,0.5584114545934125,-0.07141158365194089,-0.15237613947763448,-0.04131669876240119,0.158565738000302,0.4889117008218711,-0.37346052717121325,-0.17005220293728607,0.4939666164685657,0.54550232952222,0.48522196349677754,0.46351546238985025
75,-0.5356949053946938,-1.0608367500798643,-1.4138329803682408,0.6260912466207228,0.672315683907206,0.2987003422016107,-0.6919415311646395,2.146176036214524,1.6010596628725497,2.585560283467865,1.774222152706487,-0.07660916048429249,1.2138227774273622,-4.158663932157537,-4.153310465857118,-4.163507071933942,-4.151000013604928
81,-0.48302103764802,0.0383865403435347,-0.9987387343321037,0.1529982469374137,-0.8267804309917104,0.6816641858979964,-0.03156147455111998,-0.7330716161467745,0.07807398962601733,-1.0205706791257283,0.5586193074550126,-1.46419203696736,0.2588507722078291,0.712806398701622,0.7113447982503887,0.7126959455607529,0.6784821443890372
