Wins,Bat_H,Bat_2B,Bat_3B,Bat_HR,Bat_BB,Bat_SO,Base_SB,Base_CS,Pitch_H,Pitch_HR,Pitch_BB,Pitch_SO,Field_E,Field_DP,Ratio_Bat_H_Pitch_H,Ratio_Bat_HR_Pitch_HR,Ratio_Bat_BB_Pitch_BB,Ratio_Bat_SO_Pitch_SO
272.8183941235066,0.5555542478123983,27.597297173897484,3.091042453358316,37.157389820716915,70626.40611786851,1075,3.6109179126442243,3.332204510175204,0.4999997244281747,37.27986336530574,6.535241271013659,6.9865664594064265,1.1013666929514552,1996.525228795626,1.1111091080055264,0.9967147533941124,10807.008217297827,153.8667106719731
364.1822969005711,0.5555543120538008,28.463092423455635,3.5553480614894135,30.239974630725975,55975.35657495749,917,3.828641396489095,3.295836866004329,0.4999997363048611,30.239974630725975,6.400257445308821,6.821107472256465,1.100469111303363,1955.4536218018193,1.1111092100957964,1,8745.797657871653,134.43564754399782
300.55699459163293,0.5555541353195623,26.284271247461902,3.58351893845611,23.459222864935963,32228.991499120813,973,4.672828834461906,4.07753744390572,0.49999969434682223,23.459222864935963,6.093569770045136,6.880384082186005,1.0964946279605896,1874.2747311732844,1.1111089498670874,1,5289.0165724453645,141.4165239000528
358.2559666159928,0.5555541232477182,24.153393661244042,3.6109179126442243,27.058823875757845,33951.35449926701,1027,3.6888794541139363,3.58351893845611,0.4999996953004977,27.208436405366523,6.129050210060545,6.940222469119639,1.095208762487822,1619.4766739134186,1.1111089236041085,0.9945012448573057,5539.415298562487,147.9779653418335
317.5620929912339,0.5555541858457214,24.758176320519304,3.295836866004329,21.783020916510832,23762.176929502002,888,4.0943445622221,3.6635616461296463,0.4999997312544612,22.462805420100505,5.968707559985366,6.833031732786201,1.0960531827958797,1715.8227890893822,1.1111089689025997,0.969737328402383,3981.126012741067,129.9569553788555
283.8218698286478,0.5555542354158598,26,3.713572066704308,16.78630705648547,55141.289163422036,816,5.3981627015177525,4.6913478822291435,0.499999721541546,16.78630705648547,6.398594934535208,6.710523109452428,1.1009882580003143,2206.6392439014617,1.1111090896271583,1,8617.71837842201,121.60005810136981
306.1956819930305,0.5555541069019589,26.982753492378876,3.1354942159291497,18.352826547738815,45112.449539236506,812,4.836281906951478,4.382026634673881,0.49999968754393914,18.352826547738815,6.280395838960195,6.699500340161678,1.0988853654294781,1677.0340260114745,1.111108908149343,1,7183.058312882629,121.20306870234506
294.9483008465131,0.5555543169154455,28.528675044947494,3.6888794541139363,29.394053932640574,46336.262835502195,880,5.0689042022202315,4.48863636973214,0.4999997374501155,29.394053932640574,6.295266001439646,6.779921907472252,1.0986610383577253,1638.578696653547,1.1111092172740844,1,7360.493238078532,129.79500531269233
370.1362562139022,0.5555543745232849,28.066592756745816,3.332204510175204,25.996570677785172,45875.626996865256,682,4.454347296253507,4.23410650459726,0.4999997509822505,25.996570677785172,6.289715570908998,6.525029657843462,1.0977583071480603,1619.4766739134186,1.1111093024184457,1,7293.752234051381,104.52059772329106
406.42976419031817,0.5555545121856498,30.7414110874898,3.258096538021482,36.664895259049764,57829.864790891224,760,4.007333185232471,3.970291913552122,0.4999997830166244,36.664895259049764,6.418364935936212,6.633318433280377,1.0944008894125261,2336.4561575193065,1.1111095065558823,1,9010.06180983941,114.57312168023826
272.8183941235066,0.5555544459891733,29.04834939252005,3.091042453358316,32.5597302223467,41382.20928313261,835,3.713572066704308,3.6635616461296463,0.4999997676676011,32.5597302223467,6.2324480165505225,6.727431724850855,1.099171536830153,2765.5890247260804,1.111109408271775,1,6639.800151279313,124.1186881043392
334.8308835131564,0.555554288968765,27.0516780926679,3.4011973816621555,32.02352680899886,48512.88991725181,928,4.382026634673881,3.9318256327243257,0.49999973085997235,32.02352680899886,6.320768294250582,6.833031732786201,1.0970095070077044,2314.6271253641385,1.1111091760254388,1,7675.1571421119,135.81087228781297
388.16201570605045,0.5555542906397236,27.32575659723036,3.4339872044851463,32.42620691593585,63908.515576074285,902,4.663439094112067,3.9318256327243257,0.4999997312544612,32.42620691593585,6.473890696352274,6.804614520062624,1.095208762487822,3050.3750057344246,1.111109178490717,1,9871.732250914223,132.55710479124963
400.3139231981568,0.5555543281449685,28.72458299147443,3.58351893845611,34.26510508857154,68049.4290357008,860,4.6913478822291435,3.7376696182833684,0.49999974009353515,34.26510508857154,6.508769136971682,6.756932389247553,1.0945415085844257,2017.180840286893,1.111109233858883,1,10455.03805768136,127.27669161948931
300.55699459163293,0.5555543578393723,30.062439083762797,3.258096538021482,34.90677391639656,53982.95406528827,926,4.8283137373023015,3.784189633918261,0.4999997470705714,34.90677391639656,6.380122536899765,6.8308742346461795,1.095821719130626,2142.7790185512185,1.111109277743214,1,8461.115558999862,135.5609791940437
300.55699459163293,0.5555544336302296,30.12475680841802,3.4339872044851463,28.387297254293713,35713.45410665828,819,4.454347296253507,3.9512437185814275,0.4999997647904471,28.387297254293713,6.150602768446279,6.70808408385307,1.0976693213356585,2424.537785189707,1.1111093899475448,1,5806.4966071089575,122.09149285582195
394.2246155140903,0.5555543819876572,26.844410203711913,3.6109179126442243,31.345159607740932,30418.84284485326,1011,4.48863636973214,3.6888794541139363,0.49999975273035147,31.345159607740932,6.061456918928017,6.918695219020472,1.092842169791694,2380.3442268782874,1.1111093134625332,1,5018.404527443693,146.12581823529646
